company_id,company_name,sector,metric,metric_label,value,sector_mean,sector_std,z_score,abs_z_score
BAJAJHLDNG,Bajaj Holdings & Investment Ltd,Financials,interest_coverage,Interest Coverage,3764.5,349.4110741679942,929.7307144060625,3.6732022217999525,3.6732022217999525
PNB,Punjab National Bank,Financials,return_on_equity_pct,ROE (%),61.320565191187306,17.913746995492218,11.990526048884833,3.6200928982371123,3.6200928982371123
INDIGO,Interglobe Aviation Ltd,Consumer Discretionary,return_on_capital_employed_pct,ROCE (%),5403.186022610484,417.3986911968915,1383.314629259199,3.604232345958498,3.604232345958498
INDIGO,Interglobe Aviation Ltd,Consumer Discretionary,return_on_assets_pct,ROA (%),659.1606133979016,57.42102150873579,166.95890459128773,3.6041179915633315,3.6041179915633315
INDIGO,Interglobe Aviation Ltd,Consumer Discretionary,return_on_equity_pct,ROE (%),856.9779643231899,82.13984095470485,215.0347279289775,3.603316221668165,3.603316221668165
ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,Financials,return_on_capital_employed_pct,ROCE (%),796.0601347848626,78.3288228108824,206.5115196173261,3.475502544865121,3.475502544865121
PNB,Punjab National Bank,Financials,return_on_assets_pct,ROA (%),12.652858189053626,2.579177824739803,2.934748218641139,3.432553532302061,3.432553532302061
ADANIGREEN,Adani Green Energy Ltd,Energy,debt_to_equity,Debt / Equity,6.375756429652042,1.3297019161103534,1.4799166282218328,3.4096883684621377,3.4096883684621377
